Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"COVID-19 in Primary and Secondary School Settings During the First Semester of School Reopening - Florida, August-December 2020.","Doyle, Timothy; Kendrick, Katherine; Troelstrup, Thomas; Gumke, Megan; Edwards, Jerri; Chapman, Shay; Propper, Randy; Rivkees, Scott A; Blackmore, Carina","After detection of cases of COVID-19 in Florida in March 2020, the governor declared a state of emergency on March 9,* and all school districts in the state suspended in-person instruction by March 20. Most kindergarten through grade 12 (K-12) public and private schools in Florida reopened for in-person learning during August 2020, with varying options for remote learning offered by school districts. During August 10-December 21, 2020, a total of 63,654 COVID-19 cases were reported in school-aged children; an estimated 60% of these cases were not school-related. Fewer than 1% of registered students were identified as having school-related COVID-19 and <11% of K-12 schools reported outbreaks. District incidences among students correlated with the background disease incidence in the county; resumption of in-person education was not associated with a proportionate increase in COVID-19 among school-aged children. Higher rates among students were observed in smaller districts, districts without mandatory mask-use policies, and districts with a lower proportion of students participating in remote learning. These findings highlight the importance of implementing both community-level and school-based strategies to reduce the spread of COVID-19 and suggest that school reopening can be achieved without resulting in widespread illness among students in K-12 school settings.",2021,/,MMWR. Morbidity and mortality weekly report,70,12,437-441,,https://dx.doi.org/10.15585/mmwr.mm7012e2,33764962,#91057,Doyle 2021,"",""
Limited diagnostic utility of SARS-CoV-2 serologic testing in symptomatic PCR negative patients.,"Tawiah, Kwaku D; Hock, Karl G; Farnsworth, Christopher W",,2021,/,The journal of applied laboratory medicine,,101693884,,,https://dx.doi.org/10.1093/jalm/jfab021,33749743,#91139,Tawiah 2021,"",""
Association between Chronic Statin Use and 30-Day Mortality in Hospitalized Patients with COVID-19.,"Yetmar, Zachary A; Challener, Douglas W; Tleyjeh, Imad M; Sohail, M Rizwan; Cerhan, James R; Badley, Andrew D; O'Horo, John C","Objective: To determine the association between chronic statin use and mortality in patients hospitalized with COVID-19., Patients and Methods: We identified a retrospective cohort of patients requiring admission at the Mayo Clinic using our enterprise-wide COVID-19 registry from March 1st, 2020, through September 30th, 2020. Available information included age, gender, use of statins, medical comorbidities, and 30-day mortality. We estimated the association of statins with 30-day mortality using odds ratios (OR) and 95% confidence intervals (CI) from logistic regression modeling., Results: 1295 patients between the ages of 30 and 80 tested positive for COVID-19 and required admission during the study period, of whom 500 (38.6%) were taking statins at admission. Patients taking statins were older and more likely to have diabetes mellitus or congestive heart failure. Within 30 days of diagnosis, 59 (4.6%) died. In multivariable analysis, statin users did not have statistically different odds of death within 30 days with OR of 1.14 (95% CI: 0.64-2.03, P=.67) compared to non-users., Conclusions: Patients with COVID-19 taking statins had similar 30-day mortality to those not taking statins, after adjusting for relevant covariates. Although this is partly influenced by a higher prevalence of risk factors for more severe COVID-19 presentation not entirely adjusted for by the Charlson Comorbidity Index, these data would not support statins as a likely therapeutic intervention for COVID-19 in the hospital setting. Copyright .",2021,/,"Mayo Clinic proceedings. Innovations, quality & outcomes",,101728275,,,https://dx.doi.org/10.1016/j.mayocpiqo.2021.02.002,33748678,#91127,Yetmar 2021,"",""
"New challenges to fighting COVID-19: Virus variants, potential vaccines, and development of antivirals.","Chen, Jun; Lu, Hongzhou","Despite strict control measures implemented worldwide, the COVID-19 pandemic continues to rage. Several drugs, including lopinavir/ritonavir, hydroxychloroquine, dexamethasone, and remdesivir, have been evaluated for the treatment of COVID-19 during the past year. While most of the drugs failed to display efficacy in treating COVID-19, scientists have encouraged herd immunity to control the pandemic. Immunity generated after natural infection with SARS-CoV-2 is precarious, as indicated by real-world evidence in the form of epidemiological data from Manaus, Brazil. Vaccines using different platforms are therefore the most promising approach to help us return to normality. Although several vaccines have been authorized for emergency use, there are still many concerns regarding their accessibility, the vaccination rate, and most importantly, their efficacy in preventing infection with emerging virus variants. Continued virus surveillance and rapid redesign of new vaccines to counter new variants are crucial to fighting COVID-19. Rapid production and extensive vaccination are also essential to preventing the emergence of new variants. Nevertheless, antivirals including monoclonal antibodies and oral medicines need to be developed in light of uncertainties with regard to vaccination. In the battle between humans and SARS-CoV-2, the speed with which we fight the virus, and especially its emerging variants, is the key to winning.",2021,/,Bioscience trends,,101502754,,,https://dx.doi.org/10.5582/bst.2021.01092,33746183,#91126,Chen 2021,"",""
RT-PCR Screening Tests for SARS-CoV-2 with Saliva Samples in Asymptomatic People: Strategy to Maintain Social and Economic Activities while Reducing the Risk of Spreading the Virus.,"Oba, Junna; Taniguchi, Hiroaki; Sato, Masae; Takamatsu, Reika; Morikawa, Satoru; Nakagawa, Taneaki; Takaishi, Hiromasa; Saya, Hideyuki; Matsuo, Koichi; Nishihara, Hiroshi","The year 2020 will be remembered for the coronavirus disease 2019 (COVID-19) pandemic, which continues to affect the whole world. Early and accurate identification of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is fundamental to combat the disease. Among the current diagnostic tests, real-time reverse transcriptase-polymerase chain reaction (RT-qPCR) is the most reliable and frequently used method. Herein, we discuss the interpretation of RT-qPCR results relative to viral infectivity. Although nasopharyngeal swab samples are often used for RT-qPCR testing, they require collection by trained medical staff. Saliva samples are emerging as an inexpensive and efficient alternative for large-scale screening. Pooled-sample testing of saliva has been applied for mass screening of SARS-CoV-2 infection. Current policies recommend isolating people with borderline cycle threshold (Ct) values (35<Ct <40), despite these Ct values indicating minimal infection risk. We propose the new concept of a ""social cut-off"" Ct value and risk stratification based on the correlation of Ct with infectivity. We also describe the experience of RT-qPCR screening of saliva samples at our institution. It is important to implement a scientific approach to minimize viral transmission while allowing economic and social activities to continue.",2021,/,The Keio journal of medicine,,"kuj, 0376354",,,https://dx.doi.org/10.2302/kjm.2021-0003-OA,33746151,#91125,Oba 2021,"",""
Changes in smoking behavior since the declaration of the COVID-19 state of emergency in Japan : A cross sectional study from the Osaka health app.,"Koyama, Shihoko; Tabuchi, Takahiro; Okawa, Sumiyo; Kadobayashi, Takayoshi; Shirai, Hisaya; Nakatani, Takeshi; Miyashiro, Isao","OBJECTIVES: In April 2020, the Japanese government declared a state of emergency due to the COVID-19 pandemic and infection control measures, including requests to work from home and stay-at-home restrictions, were introduced. This study examined changes in smoking behavior during the COVID-19 state of emergency., METHODS: An online cross-sectional survey was conducted in Osaka, Japan. To assess differences in smoking behavior among 5,120 current smokers, before and after the declaration of a state of emergency, prevalence ratios (PRs) for two outcomes, increased smoking and quitting smoking, were calculated using multivariable Poisson regression, adjusting for potential covariates., RESULTS: We found 32.1% increased the number of cigarettes smoked and 11.9% quit smoking. After adjustment for all variables, we found risk factors for COVID-19 (men and older age group) had both significantly higher PR for quitting smoking (men; PR=1.38(1.17-1.62), 65 years old+; PR=2.45(1.92-3.12)) and significantly lower PR of increased smoking (men; PR=0.85(0.78-0.93), 65 years old+; PR=0.38(0.29-0.49)). Additionally, respondents working from home or living alone had significantly higher PR for increased smoking (working from home; PR=1.29(1.17-1.41), living alone; PR=1.23(1.10-1.38)) and respondents who changed from cigarettes to heated tobacco products (HTPs) had significantly lower PR for quitting smoking (PR=0.15(0.04-0.58))., CONCLUSIONS: We suggest people who have high-risk factors for COVID-19 might change their smoking behavior for the better, while people who work from home or live alone might change their smoking behavior for the worse, during the COVID-19 state of emergency. Additionally, changing from smoking cigarettes to using HTPs makes smokers less likely to quit.",2021,/,Journal of epidemiology,,"cl8, 9607688",,,https://dx.doi.org/10.2188/jea.JE20200533,33746148,#91124,Koyama 2021,"",""
COVID-19-associated multisystem inflammatory syndrome in children presenting uniquely with sinus node dysfunction in the setting of shock.,"Tomlinson, Lesya G; Cohen, Mitchell I; Levorson, Rebecca E; Tzeng, Megan B","SARS-CoV-2, which causes the disease COVID-19, generally has a mild disease course in children. However, a severe post-infectious inflammatory process known as multisystem inflammatory syndrome in children has been observed in association with COVID-19. This inflammatory process is a result of an abnormal immune response with similar clinical features to Kawasaki disease. It is well established that multisystem inflammatory syndrome in children is associated with myocardial dysfunction, coronary artery dilation or aneurysms, and occasionally arrhythmias. The most common electrocardiographic abnormalities seen include premature atrial or ventricular ectopy, variable degrees of atrioventricular block, and QTc prolongation, and rarely, haemodynamically significant arrhythmias necessitating extracorporeal membrane oxygenation support. However, presentation with fever, hypotension, and relative bradycardia with a left axis idioventricular rhythm has not been previously reported. We present a case of a young adolescent with multisystem inflammatory syndrome in children with myocarditis and a profoundly inappropriate sinus node response to shock with complete resolution following intravenous immunoglobulin.",2021,/,Cardiology in the young,,"9200019, C4T",1-3,,https://dx.doi.org/10.1017/S1047951121000354,33745461,#91123,Tomlinson 2021,"",""
The Emergency Next Time,"Ben-Asher, Noa","This Article offers a new conceptual framework to understand the connection between law and violence in national emergencies. It is by now well-established that governments often commit state violence in times of national security crisis by implementing excessive emergency measures. The Article calls this type of legal violence &ldquo;Emergency-Affirming Violence.&rdquo; But Emergency Violence can also be committed through governmental non-action. This type of violence, which this Article calls, &ldquo;Emergency-Denying Violence,&rdquo; has come to stark light in the crisis of the COVID-19 pandemic. The Article offers a new taxonomy to better understand the phenomenon of Emergency Violence. Using 9/11 and COVID-19 as examples, the Article proposes that there are two types of Emergency Violence: Emergency-Affirming Violence and Emergency-Denying Violence. Emergency-Affirming Violence occurs when the government (1) declares and emphasizes the magnitude of an emergency; (2) calls for robust deference to experts; and (3) aggressively pursues emergency measures. Emergency-Denying Violence, by contrast, occurs when the government (1) denies or minimizes the existence of an emergency; (2) ignores or undermines experts; and (3) declines to take significant emergency measures. The Article demonstrates how the three branches of government can engage in both types of Emergency Violence. Analyzing the legal responses to the two national crises of 9/11 and COVID-19 side-by-side, the Article underscores the vulnerable individuals and communities against whom Emergency Violence is unleashed via both Emergency-Affirming and Emergency-Denying Violence. The Article proposes a principle of Emergency Non-Violence to guide public response to the next emergency.",2021,,,,,,PPR301730,10.2139/ssrn.3808134,,#93009,Ben-Asher 2021,"",""
Neutralizing Anti-interferon-γ Autoantibodies; An Ameliorating Factor in COVID-19 Infection?,"Kacar, Mark; Cortes-Acevedo, Paulina; Patel, Vinesh; Carter, Clive; Hughes, Pamela; McGann, Hugh; Gkrania-Klotsas, Effrossyni; Baxendale, Helen; Barcenas-Morales, Gabriela; Doffinger, Rainer; Savic, Sinisa","<h4>Background: </h4> Elevated levels of interferon-gamma (IFNγ) have been found in COVID-19 infection, however its role in this setting remains poorly understood. Cases of non-tuberculous mycobacterium (NTM) infections due to anti-IFNγ autoantibodies (Ab) were first reported in 2004. NTM and COVID-19 co-infection in a patient with acquired IFNγ deficiency has not previously been described. The impact of anti-IFNγ Ab on the severity of COVID-19 has not been previously explored. <h4>Objective: </h4> We report a case of COVID-19 infection in a patient hospitalised with NTM infection due to acquired IFNγ deficiency caused by anti-IFNγ Ab. We also explore effects of IFNγ Ab on the severity of COVID-19 infection. <h4>Methods: </h4> Detailed immunological investigations were performed. Bio-rad, Bio-Plex methodology was used to detect anti-IFNγ Ab, titration, IFNγ recovery assay and SARS-CoV-2 serology. Anti-IFNγ Ab were tested in patients with severe (COV-Pat) and health care workers with mild/asymptomatic COVID-19 infection (COV-Asx). <h4>Results: </h4>: Mycobacterium avium intracellulare was diagnosed following bone marrow examination and culture. High titre anti-IFNγ Ab were detected in patient’s serum. The autoantibodies neutralized both endogenously produced and exogenously administered IFNγ. SARS-COV-2 infection was identified during routine inpatient testing. Despite prolonged SARS-COV-2 infection the patient showed only minimal additional symptoms, never developed any significant inflammatory complications and eventually mounted an adequate IgG antibody response to the SARS-COV-2 trimeric S-protein. Elevated titres of anti-IFNγ Ab were detected in COV-Pat and COV-Asx, compared to non-infected healthy controls. The titres were broadly similar between COV-Pat and COV-Asx groups, but much lower compared to patients with acquired IFNγ Ab deficiency. <h4>Conclusion: </h4> IFN-γ is known to play a central role in hyperinflammatory disease states such as macrophage activation syndrome This study illustrates the potential value of inhibiting IFNγ to prevent pathological inflammatory response to COVID-19.",2021,,,,,,PPR301624,10.21203/rs.3.rs-310411/v1,,#93007,Kacar 2021,"",""
Host methylation predicts SARS-CoV-2 infection and clinical outcome,"Konigsberg, Iain; Barnes, Bret; Campbell, Monica; Davidson, Elizabeth; Zhen, Yingfei; Pallisard, Olivia; Boorgula, Meher; Cox, Corey; Nandy, Debmalya; Seal, Souvik; Crooks, Kristy; Sticca, Evan; Harrison, Genelle; Hopkinson, Andrew; Vest, Alexis; Arnold, Cosby; Kahn, Michael; Kao, David; Peterson, Brett; Wicks, Stephen; Ghosh, Debashis; Horvath, Steve; Zhou, Wanding; Mathias, Rasika; Norman, Paul; Porecha, Rishi; Yang, Ivana; Gignoux, Christopher; Monte, Andrew; Taye, Alem; Barnes, Kathleen","Since the onset of the SARS-CoV-2 pandemic, most clinical testing has focused on RT-PCR. Host epigenome manipulation post coronavirus infection suggests that DNA methylation signatures may differentiate patients with SARS-CoV-2 infection from uninfected individuals, and help predict COVID-19 disease severity, even at initial presentation. We customized Illumina’s Infinium Methylation EPIC array to enhance immune response detection and profiled peripheral blood samples from 164 COVID-19 patients with longitudinal measurements of disease severity and 296 patient controls. Epigenome-wide association analysis revealed 13,033 genome-wide significant methylation sites for case-vs-control status. Genes and pathways involved in interferon signaling and viral response were significantly enriched among differentially methylated sites. We observe highly significant associations at genes previously reported in genetic association studies (e.g. IRF7, OAS1). Using machine learning techniques, models built using sparse regression yielded highly predictive findings: cross-validated best fit AUC was 93.6% for case-vs-control status, and 79.1%, 80.8%, and 84.4% for hospitalization, ICU admission, and progression to death, respectively. In summary, the strong COVID-19-specific epigenetic signature in peripheral blood driven by key immune related pathways related to infection status, disease severity, and clinical deterioration provides insights useful for diagnosis and prognosis of patients with viral infections.",2021,,,,,,PPR301398,10.21203/rs.3.rs-334297/v1,,#93004,Konigsberg 2021,"",""
Development of a Europium Nanoparticles Lateral Flow Immunoassay for NGAL Detection in Urine and Diagnosis of Acute Kidney Injury,"Yin, Moli; Nie, Yuanwang; Liu, Hao; Liu, Lei; Tang, Lu; Dong, Yuan; Hu, Chuanmin; Wang, Huiyan","<h4>Background: </h4> AKI is related to severe adverse outcomes and mortality with Coronavirus Infection Disease 2019 (COVID-19) patients, that early diagnosed and intervened is imperative. Neutrophil gelatinase-associated lipocalin (NGAL) is one of the most promising biomarkers for detection of acute kidney injury (AKI), but current detection methods are inadequacy, so more rapid, convenient and accuracy methods are needed to detect NGAL for early diagnosis of AKI. Herein, we established a rapid, reliable and accuracy lateral flow immunoassay based on europium nanoparticles (Eu-NPS-LFIA) for the detection of NGAL in human urine specimens. <h4>Methods: </h4> A double-antibody sandwich immunofluorescent assay using europium doped nanoparticles was employed and the NGAL monoclonal antibodies conjugate as labels were generated by optimizing electric fusion parameters. Eighty-three urine samples were used to evaluate the clinical application efficiency of this method. <h4>Results: </h4>: The quantitative detection range of NGAL in AKI was 1-3000 ng/mL, and the detection sensitization was 0.36 ng/mL. The CV of intra-assay and inter-assay were 2.57%-4.98% and 4.11%-7.83%, respectively. Meanwhile, the correlation coefficient between Eu-NPS-LFIA and ARCHITECT analyzer was significant (R 2 =0.9829, n=83, p <0.01). <h4>Conclusions: </h4> Thus, a faster and easier operation quantitative assay of NGAL for AKI has been established, which is very important and meaningful to diagnose the early AKI, suggesting that the assay can provide an early warning of final outcome of disease.",2021,,,,,,PPR301280,10.21203/rs.3.rs-331019/v1,,#93003,Yin 2021,"",""
T-cell receptor sequencing identifies prior SARS-CoV-2 infection and correlates with neutralizing antibody titers and disease severity,"Elyanow, Rebecca; Snyder, Thomas; Dalai, Sudeb; Gittelman, Rachel; Boonyaratanakornkit, Jim; Wald, Anna; Selke, Stacy; Wener, Mark; Morishima, Chihiro; Greninger, Alex; Holbrook, Michael; Kaplan, Ian; Zahid, Jabran; Carlson, Jonathan; Baldo, Lance; Manley, Thomas; Robins, Harlan; Koelle, David","Measuring the adaptive immune response to SARS-CoV-2 can enable the assessment of past infection as well as protective immunity and the risk of reinfection. While neutralizing antibody (nAb) titers are one measure of protection, such assays are challenging to perform at a large scale and the longevity of the SARS-CoV-2 nAb response is not fully understood. Here, we apply a T-cell receptor (TCR) sequencing assay that can be performed on a small volume standard blood sample to assess the adaptive T-cell response to SARS-CoV-2 infection. Samples were collected from a cohort of 302 individuals recovered from COVID-19 up to 6 months after infection. Previously published findings in this cohort showed that two commercially available SARS-CoV-2 serologic assays correlate well with nAb testing. We demonstrate that the magnitude of the SARS-CoV-2-specific T-cell response strongly correlates with nAb titer, as well as clinical indicators of disease severity including hospitalization, fever, or difficulty breathing. While the depth and breadth of the T-cell response declines during convalescence, the T-cell signal remains well above background with high sensitivity up to at least 6 months following initial infection. Compared to serology tests detecting binding antibodies to SARS-CoV-2 spike and nucleoprotein, the overall sensitivity of the TCR-based assay across the entire cohort and all timepoints was approximately 5% greater for identifying prior SARS-CoV-2 infection. Notably, the improved performance of T-cell testing compared to serology was most apparent in recovered individuals who were not hospitalized and were sampled beyond 150 days of their initial illness, suggesting that antibody testing may have reduced sensitivity in individuals who experienced less severe COVID-19 illness and at later timepoints. Finally, T-cell testing was able to identify SARS-CoV-2 infection in 68% (55/81) of convalescent samples having nAb titers below the lower limit of detection, as well as 37% (13/35) of samples testing negative by all three antibody assays. These results demonstrate the utility of a TCR-based assay as a scalable, reliable measure of past SARS-CoV-2 infection across a spectrum of disease severity. Additionally, the TCR repertoire may be useful as a surrogate for protective immunity with additive clinical value beyond serologic or nAb testing methods.",2021,,,,,,PPR301072,10.1101/2021.03.19.21251426,,#93001,Elyanow 2021,"",""
Evaluating the neutralizing ability of a CpG-adjuvanted S-2P subunit vaccine against SARS-CoV-2 Variants of Concern,"Lien, Chia-En; Kuo, Tsun-Yung; Lin, Yi-Jiun; Lian, Wei-Cheng; Lin, Meei-Yun; Liu, Luke Tzu-Chi; Chou, Yu-Chi; Chen, Charles","Vaccination is currently the best weapon to control the COVID-19 pandemic. However, an alarming number of novel variants termed Variants of Concern (VoC) were found to harbor mutations that diminished the neutralizing capacity of antibodies elicited by the vaccines. We have investigated the neutralizing titers of antibodies from sera of humans and rats immunized with the MVC-COV1901 vaccine against pseudoviruses coated with the wildtype, D614G, B.1.1.7, or B.1.351 spike proteins. Rats vaccinated with two doses of adjuvanted S-2P retained neutralization activities against the B.1.351 variant, albeit with a slight reduction compared to wildtype. Phase 1 vaccinated subjects showed more reduced neutralization abilities against the B.1.351 variant. The study is among the first, to our knowledge, to demonstrate dose-dependent neutralizing responses against VoCs, particularly against B.1.351, from different doses of antigen in a clinical trial for a subunit protein COVID-19 vaccine. The appearance of vaccine escape variants is a growing concern facing many current COVID-19 vaccines and therapeutics. Strategies should be adopted against the ever-changing nature of these variants. The observations of this study grant us valuable insight into preemptive strikes against current and future variants.",2021,,,,,,PPR301055,10.1101/2021.03.19.21254000,,#93000,Lien 2021,"",""
HLA Haplotypes and Differential Regional Incidence of COVID-19 in Brazil: A Population Study Based in a Large Bone Marrow Donors Bank Dataset,"Boquett, Juliano André; Vianna, Fernanda Sales Luiz; Fagundes, Nelson Jurandi Rosa; Schroeder, Lucas; Barbian, Marcia; Zagonel-Oliveira, Marcelo; Andreis, Tiago Finger; Pôrto, Luis Cristóvão de Moraes Sobrino; Chies, José Artur Bogo; Schuler-Faccini, Lavinia; Ashton-Prolla, Patricia; ROSSET, CLÉVIA","<h4>Background: </h4> Coronavirus disease 2019 (COVID-19) rapidly spread all over the world causing high morbidity and mortality. Brazil is currently the third country in the world in the number of COVID-19 cases. Even though all Brazilian regions and states have reported a high number of cases, mortality rates varies among them. Environmental and genetic factors may influence the immune response towards SARS-CoV-2. The Brazilian population is highly heterogeneous, with different colonization and immigration histories in each region resulting in different genetic backgrounds. Here, we test if specific HLA haplotypes are associated with COVID-19 incidence and mortality in Brazil.MethodsHLA data was obtained from The Brazilian Voluntary Bone Marrow Donors Registry (REDOME) which harbors data from more than four million individual donors, and COVID-19 data was retrieved from epidemiological bulletins issued by State Health Secretariats via the Ministry of Health of Brazil. We tested the association between the most frequent HLA haplotypes in Brazil and COVID-19 incidence and mortality using Spearman's correlation analysis.ResultsNo correlation between HLA haplotypes and COVID-19 rates was found when we analyzed data from the 26 states and Federal District, as well as when we analyzed data from the 90 cities with at least 50 deaths registered in the São Paulo state. Significant negative correlation (suggestive of protection) between COVID-19 mortality and haplotypes HLA-A*01~B*08~DRB1*03, HLA-A*29~B*44~DRB1*07 and HLA-A*02~B*44~DRB1*04 was found when analyzing data from cities with at least 50 deaths registered in the entire country.ConclusionsOur results do not support an association of specific HLA haplotypes with an increased risk of contracting SARS-CoV2 or dying from COVID-19 in Brazil. Nevertheless, using bone marrow donor registries for testing for associations between HLA variation and COVID-19 outcomes may represent an additional tool for health policymakers in the fight against COVID-19.",2021,,,,,,PPR302206,10.21203/rs.3.rs-325153/v1,,#93020,Boquett 2021,"",""
"An mRNA vaccine against SARS-CoV-2: Lyophilized, liposome-based vaccine candidate EG-COVID induces high levels of virus neutralizing antibodies","Hong, Christian; Kim, Kwang Sung; Park, Shin Ae; Chun, Min Jeong; Hong, Eun Young; Chung, Seung Won; Kim, Hyun Jong; Shin, Byeong Gyu; Braka, Abdennour; Thanappan, Jayaraman; Jang, Sunghoon; Wu, Sangwwok; Cho, Yang Je; Kim, Seok-Hyun","In addition to the traditional method of vaccine development, the mRNA coronavirus vaccine, which is attractive as a challenging vaccination, recently opened a new era in vaccinology. Here we describe the EG-COVID which is a novel liposome-based mRNA candidate vaccine that encodes the spike (S) protein of SARS-CoV-2 with 2P-3Q substitution in European variant. We developed the mRNA vaccine platform that can be lyophilized using liposome-based technology. Intramuscular injection of the EG-COVID elicited robust humoral and cellular immune response to SARS-CoV-2. Furthermore, sera obtained from mice successfully inhibited SARS-CoV-2 viral infection into Vero cells. We developed EG-COVID and found it to be effective based on in vitro data, and we plan to initiate a clinical trial soon. Since EG-COVID is a lyophilized mRNA vaccine that is convenient for transportation and storage, accessibility to vaccines will be significantly improved.",2021,,,,,,PPR301871,10.1101/2021.03.22.436375,,#93017,Hong 2021,"",""
COVID-19 Reinfection in the Face of a Detectable Antibody Titer.,"Roy, Sayak","Coronavirus disease 2019 (COVID-19) reinfections are now reported from many countries with different coronavirus strains. Detectable immunoglobulin G (IgG) levels are thought to impart protective immunity to reinfection in that individual. Here, we discuss a case report of a young, healthy, type 2 diabetic patient who suffered reinfection even after four times upper normal circulating IgG antibody specific to a COVID-19 spike protein. The first time was a clinical diagnosis when he self-isolated himself and was diagnosed later by COVID-19-specific symptoms with severe acute respiratory syndrome coronavirus 2 (SARS-COV-2)-specific IgG antibody titer. Copyright © 2021, Roy et al.",2021,/,Cureus,13,3,e14033,,https://dx.doi.org/10.7759/cureus.14033,33767941,#91014,Roy 2021,"",""
Acute Renal Failure in a Patient With Severe Acute Respiratory Syndrome Coronavirus 2.,"Ayad, Sarah; Elkattawy, Sherif; Ejikeme, Chidinma; Al-Nasseri, Abraheim; Reddy, Aravinda","Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a highly infectious viral pathogen with high morbidity and mortality rate. The infection affects multiple organ systems leading to systemic organ failure. There is an increased incidence of acute kidney injury (AKI) in patients who become critically ill. In the critical care setting, the incidence of AKI has been variable amongst different studies. Patients with acute kidney injury who progress to renal replacement therapy are associated with worse outcomes. We describe a case of a 42-year-old male who presented with hypoxemic respiratory failure secondary to SARS-CoV-2 associated pneumonia. The patient was initially managed with the nasal cannula and then required high flow nasal cannula with worsening hypoxemic respiratory failure, requiring invasive mechanical ventilation. On top of worsening respiratory status, the patient developed new onset renal failure requiring hemodialysis. Copyright © 2021, Ayad et al.",2021,/,Cureus,13,2,e13406,,https://dx.doi.org/10.7759/cureus.13406,33767927,#91013,Ayad 2021,"",""
Pneumothorax in Neonates Born to COVID-19-Positive Mothers: Fact or Fortuity?.,"Kamity, Ranjith; Nayak, Amrita; Dumpa, Vikramaditya","Neonates born to mothers with coronavirus disease 2019 (COVID-19) have been largely asymptomatic based on initial reports. All neonates born to mothers with COVID-19 have tested negative for severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) in our institution (published data as of April 12, 2020). As novel presentations of COVID-19, such as multisystem inflammatory syndrome in children are being increasingly reported, we raise the possibility of increased incidence of pneumothorax in neonates born to SARS-CoV-2-positive mothers. Two recently described neonates with COVID-19 infection were noted to have pneumothoraces. We describe two SARS-CoV-2-negative neonates born to COVID-19-positive mothers at 38 and 33 weeks, respectively, admitted to our neonatal intensive care unit for respiratory distress and subsequently developed pneumothoraces. As diverse clinical presentations in various age groups are being described, it becomes difficult to differentiate the increased incidence of complications related to an underlying illness, from COVID-19-related illness. It remains to be seen if neonates with in utero exposure to SARS-CoV-2 have an elevated inflammatory response with pneumonitis and exaggerated lung disease, similar to adult COVID-19 patients, due to in utero exposure. Copyright The Author(s). This is an open access article published by Thieme under the terms of the Creative Commons Attribution-NonDerivative-NonCommercial License, permitting copying and reproduction so long as the original work is given appropriate credit. Contents may not be used for commercial purposes, or adapted, remixed, transformed or built upon. ( https://creativecommons.org/licenses/by-nc-nd/4.0/ ).",2021,/,AJP reports,11,1,e49-e53,,https://dx.doi.org/10.1055/s-0041-1726020,33767908,#91012,Kamity 2021,"",""
Olfactory Dysfunction in Frontline Health Care Professionals During COVID-19 Pandemic in Brazil.,"Sbrana, Mariana Ferreira; Fornazieri, Marco Aurelio; Bruni-Cardoso, Alexandre; Avelino-Silva, Vivian I; Schechtman, Deborah; Voegels, Richard Louis; Malnic, Bettina; Glezer, Isaias; de Rezende Pinna, Fabio","Upper respiratory viral infections can decrease the sense of smell either by inflammatory restriction of nasal airflow that carries the odorant molecules or through interference in olfactory sensory neuron function. During the coronavirus disease 2019 (COVID-19) pandemic, triggered by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), worldwide reports of severe smell loss (anosmia/hyposmia) revealed a different type of olfactory dysfunction associated with respiratory virus infection. Since self-reported perception of smell is subjective and SARS-CoV-2 exposure is variable in the general population, we aimed to study a population that would be more homogeneously exposed to the virus. Here, we investigated the prevalence of olfactory loss in frontline health professionals diagnosed with COVID-19 in Brazil, one of the major epicenters of the disease. We also analyzed the rate of olfactory function recovery and the particular characteristics of olfactory deficit in this population. A widely disclosed cross-sectional online survey directed to health care workers was developed by a group of researchers to collect data concerning demographic information, general symptoms, otolaryngological symptoms, comorbidities, and COVID-19 test results. Of the 1,376 health professionals who completed the questionnaire, 795 (57.8%) were working directly with COVID-19 patients, either in intensive care units, emergency rooms, wards, outpatient clinics, or other areas. Five-hundred forty-one (39.3%) participants tested positive for SARS-CoV-2, and 509 (37%) were not tested. Prevalence of olfactory dysfunction in COVID-19-positive subjects was 83.9% (454 of 541) compared to 12.9% (42 of 326) of those who tested negative and to 14.9% (76 of 509) of those not tested. Olfactory dysfunction incidence was higher in those working in wards, emergency rooms, and intensive care units compared to professionals in outpatient clinics. In general, remission from olfactory symptoms was frequent by the time of responses. Taste disturbances were present in 74.1% of infected participants and were significantly associated with hyposmia. In conclusion, olfactory dysfunction is highly correlated with exposure to SARS-CoV-2 in health care professionals, and remission rates up to 2 weeks are high. Copyright © 2021 Sbrana, Fornazieri, Bruni-Cardoso, Avelino-Silva, Schechtman, Voegels, Malnic, Glezer and de Rezende Pinna.",2021,/,Frontiers in physiology,12,101549006,622987,,https://dx.doi.org/10.3389/fphys.2021.622987,33767631,#91011,Sbrana 2021,"",""
