Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
A cross-sectional seroprevalence for COVID-19 among healthcare workers in a tertially care hospital in Taiwan.,"Pan, Sung-Ching; Huang, Yu-Shan; Hsieh, Szu-Min; Chen, Yee-Chun; Chang, Sui-Yuan; Chang, Shan-Chwen","BACKGROUND: Healthcare workers (HCWs) are at the frontline during the pandemic of COVID-19 globally. According to the WHO situation report at April 17, there were 22, 073 HCWs contracted the infection. Whether the infection control policy and practice in the hospital setting can protect the HCWs is an important issue., METHODS: We performed a cross-sectional serology study in a tertiary care hospital in Taiwan to explore the sero-prevalence rate among HCWs. The participants are enrolled on a voluntary basis. A structured questionnaire was collected to gather the epidemiology character and risk factors for potential exposure. ELISA tests as Architect SARS-CoV-2 IgG (Abbott) and Elecsys Anti-SARS-CoV-2 assay (Roche) were used to detect antibody responses. If any of the tests was positive, a western blot assay was used for confirmation., RESULTS: There were 194 HCWs participated during July 1 to Aug. 31, 2020. The mean age was 36.3 +/- 10.4. More than half of the participants had possible hospital associated risk for COVID-19 exposure (110/192, 57.3%) and 64 had possible community risk for COVID-19 exposure (64/194, 33.0%). There was only one participant had positive test by Architect IgG test and confirmed to be negative for seasonal coronavirus and SARS-CoV-2 antibody. (Mikrogen Diagnostik, Germany)., CONCLUSION: The cross-sectional serology study in a tertiary care hospital in Taiwan revealed no HCWs had positive serology response to SARS-CoV-2. We believe that the infection control policy and practice in the hospital and in the community are both important to prevent the disease transmission. Copyright © 2021 Formosan Medical Association. Published by Elsevier B.V. All rights reserved.",2021,/,Journal of the Formosan Medical Association = Taiwan yi zhi,,"9214933, blq",,,https://dx.doi.org/10.1016/j.jfma.2021.01.002,33461841,#73654,Pan 2021,"",""
Seroprevalence and Correlates of SARS-CoV-2 Antibodies in Health Care Workers in Chicago.,"Wilkins, John T; Gray, Elizabeth L; Wallia, Amisha; Hirschhorn, Lisa R; Zembower, Teresa R; Ho, Joyce; Kalume, Naomi; Agbo, Ojoma; Zhu, Alex; Rasmussen-Torvik, Laura J; Khan, Sadiya S; Carnethon, Mercedes; Huffman, Mark; Evans, Charlesnika T","Background: Identifying factors associated with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection among health care workers (HCWs) may help health systems optimize SARS-CoV-2 infection control strategies., Methods: We conducted a cross-sectional analysis of baseline data from the Northwestern HCW SARS-CoV-2 Serology Cohort Study. We used the Abbott Architect Nucleocapsid IgG assay to determine seropositivity. Logistic regression models (adjusted for demographics and self-reported community exposure to coronavirus disease 2019 [COVID-19]) were fit to quantify the associations between occupation group, health care delivery tasks, and community exposure and seropositive status., Results: A total of 6510 HCWs, including 1794 nurses and 904 non-patient-facing administrators, participated. The majority were women (79.6%), 74.9% were White, 9.7% were Asian, 7.3% were Hispanic, and 3.1% were non-Hispanic Black. The crude prevalence of seropositivity was 4.8% (95% CI, 4.6%-5.2%). Seropositivity varied by race/ethnicity as well as age, ranging from 4.2% to 9.6%. Out-of-hospital exposure to COVID-19 occurred in 9.3% of HCWs, 15.0% (95% CI, 12.2%-18.1%) of whom were seropositive; those with family members diagnosed with COVID-19 had a seropositivity rate of 54% (95% CI, 44.2%-65.2%). Support service workers (10.4%; 95% CI, 4.6%-19.4%), medical assistants (10.1%; 95% CI, 5.5%-16.6%), and nurses (7.6%; 95% CI, 6.4%-9.0%) had significantly higher seropositivity rates than administrators (referent; 3.3%; 95% CI, 2.3%-4.4%). However, after adjustment, nursing was the only occupation group with a significantly higher odds (odds ratio, 1.9; 95% CI, 1.3-2.9) of seropositivity. Exposure to patients receiving high-flow oxygen therapy and hemodialysis was significantly associated with 45% and 57% higher odds for seropositive status, respectively., Conclusions: HCWs are at risk for SARS-CoV-2 infection from longer-duration exposures to people infected with SARS-CoV-2 within health care settings and their communities of residence. Copyright © The Author(s) 2020. Published by Oxford University Press on behalf of Infectious Diseases Society of America.",2021,/,Open forum infectious diseases,8,1,ofaa582,,https://dx.doi.org/10.1093/ofid/ofaa582,33447642,#73720,Wilkins 2021,"",""
Quantitative SARS-CoV-2 Antibody Screening of Healthcare Workers in the Southern Part of Kyoto City During the COVID-19 Pre-pandemic Period.,"Fujita, Kohei; Kada, Shinpei; Kanai, Osamu; Hata, Hiroaki; Odagaki, Takao; Satoh-Asahara, Noriko; Tagami, Tetsuya; Yasoda, Akihiro","Background: The coronavirus disease-2019 (COVID-19) pandemic is associated with a heavy burden on the mental and physical health of patients, regional healthcare resources, and global economic activity. While understanding of the incidence and case-fatality rates has increased, there are limited data concerning seroprevalence of antibodies against the severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2) in healthcare workers during the pre-pandemic period. This study aimed to quantitatively evaluate seroprevalence of SARS-CoV-2 antibodies in healthcare workers in the southern part of Kyoto city, Japan. Methods: We prospectively recruited healthcare workers from a single hospital between April 10 and April 20, 2020. We collected serum samples from these participants and quantitatively evaluated SARS-CoV-2 IgG antibody levels using enzyme-linked immunosorbent assays. Results: Five (5.4%), 15 (16.3%), and 72 (78.3%) participants showed positive, borderline, and negative serum SARS-CoV-2 IgG antibody status, respectively. We found the mean titer associated with each antibody status (overall, positive, borderline, and negative) was clearly differentiated. Participants working at the otolaryngology department and/or with a history of seasonal common cold symptoms had a significantly higher SARS-CoV-2 IgG antibody titer (p = 0.046, p = 0.046, respectively). Conclusions: Five (5.4%) and 15 (16.3%) participants tested positive and borderline, respectively, for SARS-CoV-2 IgG antibody during the COVID-19 pre-pandemic period. These rates were higher than expected, based on government situation reports. These findings suggest that COVID-19 had already spread within the southern part of Kyoto city at the early stage of the pandemic. Copyright © 2020 Fujita, Kada, Kanai, Hata, Odagaki, Satoh-Asahara, Tagami and Yasoda.",2020,/,Frontiers in public health,8,101616579,595348,,https://dx.doi.org/10.3389/fpubh.2020.595348,33365297,#72092,Fujita 2020,"",""
Prevalence of COVID-19 IgG Antibodies in a Cohort of Municipal First Responders.,"McGuire, Sarayna S; Klassen, Aaron B; Heywood, John; Sztajnkrycer, Matthew D","BACKGROUND: Although first responders (FRs) represent a high-risk group for exposure, little information is available regarding their risk of coronavirus disease 2019 (COVID-19) infection. The purpose of the current study was to determine the serological prevalence of past COVID-19 infection in a cohort of municipal law enforcement (LE) and firefighters (FFs)., METHODS: Descriptive analysis of a de-identified data reporting Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) immunoglobulin G (IgG), or COR2G, serology results for municipal FRs. As part of the serology process, FRs were surveyed for COVID-19-like symptoms since February 2020 and asked to report any prior COVID-19 nasal swab testing. Descriptive statistics and two-sided Chi Square tests with Yates correction were used to compare groups., RESULTS: Of 318 FRs, 225 (80.2%) underwent serology testing (LE: 163/207 [78.7%]; FF: 92/111 [82.9%]). The prevalence of positive serology for all FRs tested was 3/255 (1.2%). Two LE (1.2%) and one FF (1.1%) had positive serology (P = 1.0). Two hundred and twenty-four FRs responded to a survey regarding prior symptoms and testing. Fifty-eight (25.9%) FRs (44 LE; 14 FFs) reported the presence of COVID-19-like symptoms. Of these, only nine (15.5%) received reverse transcriptase - polymerase chain reaction (RT-PCR) testing; none were positive. Two of the three FRs with positive serology reported no COVID-19-like symptoms and none of these responders had received prior nasal RT-PCR swabs. The overall community positive RT-PCR rate was 0.36%, representing a three-fold higher rate of positive seroprevalence amongst FRs compared with the general population (P = .07)., CONCLUSIONS: Amongst a cohort of municipal FRs with low community COVID-19 prevalence, the seroprevalence of SARS-CoV-19 IgG Ab was three-fold greater than the general community. Two-thirds of positive FRs reported a lack of symptoms. Only 15.5% of FRs with COVID-19-like symptoms received RT-PCR testing. In addition to workplace control measures, increased testing availability to FRs is critical in limiting infection spread and ensuring response capability.",2021,/,Prehospital and disaster medicine,,"bdf, 8918173",1-13,,https://dx.doi.org/10.1017/S1049023X2000151X,33397545,#72396,McGuire 2021,"",""
"Assessment of SARS-CoV-2 infection through rapid serology testing in the homeless population in the City of Rome, Italy. Preliminary results.","Ralli, Massimo; Cedola, Chiara; Urbano, Suleika; Latini, Ottavio; Shkodina, Natalia; Morrone, Aldo; Arcangeli, Andrea; Ercoli, Lucia","Background: The development of COVID-19 pandemic has affected all segments of the population; however, it had a significant impact on vulnerable subjects, such as in people experiencing homelessness. The aim of this study was to evaluate the prevalence of COVID-19 spread in homeless persons in the city of Rome, Italy. Design and Methods: Patients included in the study underwent a clinical evaluation and rapid antibody analysis on capillary blood for the presence of immunoglobulin G (IgG) and immunoglobulin M (IgM) antibodies to SARS-CoV-2 virus. Symptomatic patients were not included in the screening and immediately referred to local hospitals for further evaluation. Results: One-hundred seventy-three patients of both sexes were tested for SARS-CoV-2 infection through rapid serological test. Age range was 10-80 years; people came from 35 different countries of origin and 4 continents. Test results were negative for most patients (170-98.2%); two patients had positive IgM (1.2%) and one patient had positive IgG (0.6%). Conclusions: Our study is the first to evaluate the prevalence of SARS-CoV-2 infection in people experiencing homelessness in the city of Rome, Italy. Most patients were negative for COVID- 19, although several factors may have had an impact on this result, such as the exclusion of symptomatic patients, the limited sensitivity of rapid serological tests in the initial stage of infection and the prevention measures adopted in these populations. Larger studies on fragile populations are needed to prevent and intercept new clusters of infection in the upcoming months. ©Copyright: the Author(s).",2020,/,Journal of public health research,9,4,1986,,https://dx.doi.org/10.4081/jphr.2020.1986,33409245,#72649,Ralli 2020,"",""
COVID-19 seroprevalence among healthcare workers of a large COVID Hospital in Rome reveals strengths and limits of two different serological tests,"Vetrugno, Giuseppe; La Milia, Daniele Ignazio; D'Ambrosio, Floriana; Di Pumpo, Marcello; Pastorino, Roberta; Boccia, Stefania; Ricci, Rosalba; De-Giorgio, Fabio; Cicconi, Michela; Foti, Federica; Pascucci, Domenico; Castrini, Francesco; Carini, Elettra; Cambieri, Andrea; D'Alfonso, Maria Elena; Capalbo, Gennaro; Fantoni, Massimo; Moscato, Umberto; Staiti, Domenico; De Simone, Francesco Maria; Berloco, Filippo; Zega, Maurizio; Cattani, Paola; Posteraro, Brunella; Sanguinetti, Maurizio; Laurenti, Patrizia","In several hospitals worldwide, healthcare workers are currently at the forefront against coronavirus disease 2019 (COVID-19). Since Fondazione Policlinico Universitario A. Gemelli (FPG) IRCCS has been enlisted as a COVID hospital, healthcare workers deployed to COVID wards were separated from those with limited or no exposure, whereas administrative staff was destined to work-from-home. Between June 4 and July 3 2020, an investigation was carried out to evaluate seroprevalence of SARS-CoV-2 IgG antibodies among employees of the FPG using point-of-care (POC) and venous blood tests. Sensitivity, specificity and predictive values were determined with reverse-transcription polymerase chain reaction (RT-PCR) on nasal/oropharyngeal swabs as gold standard. Four thousand, seven hundred seventy-seven participants were enrolled. Seroprevalence was 3.66% using the POC test and 1.19% using venous blood test, with a significant difference between the two (p < 0.05). POC sensitivity and specificity were, respectively, 63.64% (95% confidence interval (CI): 62.20% to 65.04%) and 96.64% (95% CI: 96.05% to 97.13%), while those of the venous blood test were, respectively, 78.79% (95% CI: 77.58% to 79.94%) and 99.36% (95% CI: 99.07% to 99.55%). Among low-risk population, point-of-care's predictive values were 58.33% (positive) and 98.23% (negative) whereas venous blood test's were 92.86% (positive) and 98.53% (negative). In conclusion, point-of-care tests have low diagnostic accuracy, while venous blood tests seem to show an overall poor reliability.",2021,,,,,,PPR263356,10.1101/2021.01.08.21249445,,#73071,Vetrugno 2021,"",""
Low prevalence of SARS-COV-2 antibodies in people with multiple sclerosis residing in massachusetts,"Klawiter, E.; Smith, J.; Brewer, K.; Stockel, K.; Fischinger, S.; Luedemann, C.; Bien, H.; Russo, A.; Vaeth, A.; Bakshi, R.; Bhattacharyya, S.; Cabot, A.; George, I.; Gillani, R.; Hickey, M.; Houtchens, M.; Kaplan, T. B.; Kimbrough, D.; Kister, I.; Mateen, F.; Matiello, M.; Severson, C.; Singhal, T.; Stankiewicz, J.; Stazzone, L.; Weiner, H.; Zurawski, J.; Eloyan, A.; Chitnis, T.; Alter, G.",,2020,Dec,Multiple Sclerosis Journal,26,3_SUPPL,107-107,WOS:000596547100209,,,#73202,Klawiter 2020,"",""
"SARS-CoV-2 infections among personnel providing home care services for the elderly in Stockholm, Sweden","Hassan, Sadaf Sakina; Seigerud, Åsa; Mühr, Laila Sara Arroyo; Kleppe, Sara Nordqvist; Pin, Elisa; Månberg, Anna; Hober, Sophia; Nilsson, Peter; Engstrand, Lars; Elfström, Miriam; Blomqvist, Jonas; Lundgren, Kalle Conneryd; Dillner, Joakim","<h4>Background</h4> In March 2020, Stockholm, Sweden was hit by a severe outbreak of SARS-CoV-2. Four weeks later, a systematic study of testing for past or present infections among healthcare workers in the region was launched. Only a minority of COVID-19 related deaths occurred at hospitals and the study was therefore extended to employees in companies providing home care services for the elderly. <h4>Methods</h4> Five companies offered participation to 438 employees at work and 405 employees (92.5%) were enrolled. Serum samples were analyzed for IgG to SARS-CoV-2 and throat swabs were tested by for the SARS-CoV-2 virus by PCR. <h4>Results</h4> Among home care employees, 20.1% (81/403) were seropositive, about twice as many as in a simultaneously enrolled reference population (healthcare workers entirely without patient contact, n=3,671; 9.7% seropositivity). Only 13/379 employees (3.4%) had evidence of a current infection (PCR positivity). Among these, 5 were also seropositive (a sign of past infection or lingering infection after symptoms have resolved) and 3 were positive with only low amounts of virus. The combination of high amounts of virus and no antibodies, a characteristic for pre-symptomatic COVID-19, was thus present only in 5 employees (1.3%). <h4>Conclusions</h4> Personnel providing home service for the elderly appear to be a risk group for SARS-CoV-2 infection. Employees likely to be pre-symptomatic for COVID-19 can be readily identified by screening. Increased attention for protection of employees as well as of the elderly they serve is warranted.",2020,,,,,,PPR256286,10.1101/2020.12.18.20248511,,#72863,Hassan 2020,"",""
SARS-CoV-2 serosurveillance in a patient population reveals differences in virus exposure and antibody-mediated immunity according to host demography and healthcare setting.,"Hughes, Ellen C; Amat, Julien A R; Haney, Joanne; Parr, Yasmin A; Logan, Nicola; Palmateer, Norah; Nickbakhsh, Sema; Ho, Antonia; Cherepanov, Peter; Rosa, Annachiara; McAuley, Andrew; Broos, Alice; Herbert, Imogen; Arthur, Ursula; Szemiel, Agnieszka M; Roustan, Chloe; Dickson, Elizabeth; Gunson, Rory N; Viana, Mafalda; Willett, Brian J; Murcia, Pablo R","Identifying drivers of SARS-CoV-2 exposure and quantifying population immunity is crucial to prepare for future epidemics. We performed a serial cross-sectional serosurvey throughout the first pandemic wave among patients from the largest health board in Scotland. Screening of 7480 patient sera showed a weekly seroprevalence ranging from 0.10% to 8.23% in primary and 0.21% to 17.44% in secondary care, respectively. Neutralisation assays showed that around half of individuals who tested positive by ELISA assay, developed highly neutralising antibodies, mainly among secondary care patients. We estimated the individual probability of SARS-CoV-2 exposure and quantified associated risk factors. We show that secondary care patients, males and 45-64-year-olds exhibit a higher probability of being seropositive. The identification of risk factors and the differences in virus neutralisation activity between patient populations provided insights into the patterns of virus exposure during the first pandemic wave and shed light on what to expect in future waves. Copyright © The Author(s) 2020. Published by Oxford University Press for the Infectious Diseases Society of America.",2020,/,The Journal of infectious diseases,,"ih3, 0413675",,,https://dx.doi.org/10.1093/infdis/jiaa788,33367847,#72142,Hughes 2020,"",""
HIV and SARS-CoV-2 co-infection: cross-sectional findings from a German 'hotspot'.,"Noe, S; Schabaz, F; Heldwein, S; Mayer, W; Ruecker, K; Tiller, F W; von Krosigk, A; Wiese, C; Balogh, A; Gersbacher, E; Jonsson-Oldenbuettel, C; Jaeger, H; Wolf, E; ArcHIV study group.","PURPOSE: This study aimed to determine the proportion of people living with HIV with anti-SARS-CoV-2 IgG antibodies in a sample from a large single HIV center in Munich, Germany, after the first phase of the coronavirus pandemic and to infer the prevalence of SARS-CoV-2 co-infection in people living with HIV., METHODS: Prospective sub-study of the ongoing ArcHIV cohort between May and July 2020. Anti-SARS-CoV-2 IgG antibodies were measured using the recomWell SARS-CoV-2 IgG ELISA (Mikrogen, Neuried, Germany); positive and borderline results were re-tested using the recomLine SARS-CoV-2 IgG immunoassay (Mikrogen, Neuried, Germany). Demographic and medical data were extracted from the electronic patient files., RESULTS: Overall, 500 people living with HIV were included in the study (83% male, median age 51 years). Three participants had been diagnosed with COVID-19 prior to study inclusion. Of those, nine were confirmed positive for SARS-CoV-2 IgG antibodies, resulting in an estimated seroprevalence (accounting for sensitivity and specificity of the test) of 1.5% (CI 95%: 0.69; 3.13) for the entire study sample, and 2.2% (CI 95%: 1.1; 3.9) for the subset of the Munich citizens. There were no marked differences for people living with HIV with and without SARS-CoV-2 co-infection., CONCLUSION: The seroprevalence of SARS-CoV-2 co-infection in people living with HIV as found in our study does not seem to exceed previous reports from general populations of 'hot-sport' areas; comparative data from the Munich population can be expected to be published soon. Our data also highlight, once more, the need to do confirmatory testing on positive samples to minimize the impact of false-positive results.",2021,/,Infection,,"go8, 0365307",,,https://dx.doi.org/10.1007/s15010-020-01564-8,33387261,#72357,Noe 2021,"",""
"Higher SARS-CoV-2 Seroprevalence in Workers with Lower Socioeconomic Status in Cape Town, South Africa","Shaw, Jane Alexandra; Meiring, Maynard; Cummins, Tracy; Chegou, Novel; Claassen, Conita; Plessis, Nelita du; Flinn, Marika; Hiemstra, Andriette; Kleynhans, Leanie; Leukes, Vinzeigh; Loxton, Andre; MacDonald, Candice; Mtala, Nosipho; Reuter, Helmuth; Simon, Donald; Stanley, Kim; Tromp, Gerard; Preiser, Wolfgang; Malherbe, Stephanus; Walzl, Gerhard","<h4>Background: </h4> South Africa has a high degree of inequality between population groups. The first wave of COVID-19 may have affected people in lower socioeconomic groups worse than the affluent. The SARS-CoV-2 seroprevalence and the specificity of anti-SARS-CoV-2 antibody tests in South Africa is not known. <h4>Methods:</h4> We tested 405 volunteers representing all socioeconomic strata from the workforce of a popular shopping and tourist complex in central Cape Town with the Abbott SARS-CoV-2 IgG assay. We assessed the association between antibody positivity and COVID-19 symptom status, medical history, and sociodemographic variables. We tested 137 serum samples from healthy controls collected in Cape Town prior to the COVID-19 pandemic, to confirm the specificity of the assay in the local population. <h4>Results:</h4> Of the 405 volunteers tested one month after the first peak of the epidemic in Cape Town, 96(23.7%) were SARS-CoV-2 IgG positive. Of those who tested positive, 46(47.9%) reported no symptoms of COVID-19 in the previous 6 months. Seropositivity was significantly associated with living in informal housing, residing in a subdistrict with low income-per household, and having a low-earning occupation. The specificity of the assay was 98.54%(95%CI 94.82%-99.82%) in the pre-COVID controls. <h4>Conclusions:</h4> There is a high background seroprevalence in Cape Town, particularly in people of lower socioeconomic status. Half of cases are asymptomatic, and therefore undiagnosed by local testing strategies. These results cannot be explained by low assay specificity.",2020,,,,,,PPR258890,10.21203/rs.3.rs-136543/v1,,#72947,Shaw 2020,"",""
COVID-19 in pediatric survivors of childhood cancer and hematopoietic cell transplantation from a single center in New York City.,"Jimenez-Kurlander, Lauren; Antal, Zoltan; DeRosa, Amelia; Diotallevi, Deborah; Pottenger, Elaine; Wilson, Nadia; Corcoran, Stacie; Boulad, Farid; Friedman, Danielle Novetsky","Childhood cancer survivors are at increased risk for treatment-related late effects; data are lacking on how coronavirus disease 2019 (COVID-19) infection impacts this cohort. We assessed COVID-19-related symptoms, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) IgG seroprevalence, and rate of COVID-19-related hospitalization among 321 asymptomatic survivors of childhood cancer or transplantation seen for routine long-term follow-up between May and September 2020 in a New York City tertiary cancer center. While 10.9% (n = 35) reported possible COVID-19-related symptoms, 7.8% (n = 20) of those tested had positive SARS-CoV-2 IgG, and one patient (0.3%) required COVID-19-related hospitalization. This report suggests that childhood cancer survivors appear to be at relatively low risk for COVID-19 complications. Copyright © 2020 Wiley Periodicals LLC.",2020,/,Pediatric blood & cancer,,101186624,e28857,,https://dx.doi.org/10.1002/pbc.28857,33355979,#72798,Jimenez-Kurlander 2020,"",""
The Silent Pandemic COVID-19 in the Asymptomatic Population,"Stout, Robert; Rigatti, Steven","As the COVID-19 pandemic continues to ravage the world there is a great need to understand the dynamics of spread. Currently the seroprevalence of asymptomatic COVID-19 doubles every 3 months, this silent epidemic of new infections may be the main driving force behind the rapid increase in SARS-CoV-2 cases. Public health official quickly recognized that clinical cases were just the tip of the iceberg. In fact a great deal of the spread was being driven by the asymptomatically infected who continued to go out, socialize and go to work. While seropositivity is an insensitive marker for acute infection it does tell us about the prevalence COVID-19 in the population. <h4>Objective</h4> Describe the seroprevalence of SARS-CoV-2 infection in the United States over time. <h4>Methodology</h4> Repeated convenience samples from a commercial laboratory dedicated to the assessment of life insurance applicants were tested for the presence of antibodies to SARS-CoV-2, in several time periods between May and December of 2020. US census data were used to estimate the population prevalence of seropositivity. <h4>Results</h4> The raw seroprevalence in the May-June, September, and December timeframes were 3.0%, 6.6% and 10.4%, respectively. Higher rates were noted in younger vs. older age groups. Total estimated seroprevalence in the US is estimated at 25.7 million cases. <h4>Conclusions</h4> The seroprevalence of SARS-CoV-2 demonstrates a significantly larger pool of individuals who have contract COVID-19 and recovered, implying a lower case rate of hospitalizations and deaths than have been reported so far.",2021,,,,,,PPR260639,10.1101/2020.12.29.20248985,,#73007,Stout 2021,"",""
Serological Testing for COVID-19 in the Fertility Setting: The Lockdown Impact and Subsequent Dynamics Reflected in the Seroprevalence of Sars-Cov-2 Antibodies,"Manolea, Corina; capitanescu, andrei; pop, anca; bors, roxana; rugescu, ioana; bechir, melihan; mehedintu, claudia; varlas, valentin","The COVID-19 pandemic had profound negative effects on millions of couples affected by infertility and in need to resort to assisted reproductive technologies. There is no consensus over the optimal way and moment of screening triage-negative asymptomatic patients and staff. We present SARS-CoV-2 antibodies&rsquo; (IgM, IgG) seroprevalence in 516 triage-negative patients and 30 fertility care providers. The sampling for SARS-CoV-2 serological assays took place from the lockdown release throughout the second half of 2020 (17.05 - 01.12.2020). It revealed an increased seroprevalence of antibodies that closely followed the local epidemiology of COVID-19, with the highest rate of seropositivity coincident with the peak of the second wave. From 546 triage-negative individuals whose blood samples were assessed for SARS-CoV-2 antibodies, 6% yielded positive results. The overall seroconversion rate was 2.8% for IgG and 5.1% for IgM. In the group with positive IgM, we observed a negative predictive value for IgM of 98.36% (95% CI: 88.79 &ndash; 99.78%), which is clinically meaningful. Serological testing of triage-negative patients up to seven days prior to the actual fertility procedure might avoid the more expensive and not more sensitive molecular testing currently being used for patient screening in most fertility units.",2021,,,,,,PPR260763,10.20944/preprints202101.0024.v1,,#73013,Manolea 2021,"",""
Gaucher disease and SARS-CoV-2 infection: Experience from 181 patients in New York.,"Fierro, Luca; Nesheiwat, Nora; Naik, Hetanshi; Narayanan, Praveena; Mistry, Pramod K; Balwani, Manisha","SARS-CoV-2 infection carries high morbidity and mortality in individuals with chronic disorders. Its impact in rare disease populations such as Gaucher disease (GD) is unknown. In GD, decreased acid beta-glucosidase activity leads to the accumulation of inflammatory glycosphingolipids and chronic myeloid cell immune activation which a priori could predispose to the most severe effects of SARS-CoV-2. To evaluate the determinants of SARS-CoV-2 infection in GD, we conducted a cross-sectional study in a large cohort. 181 patients were enrolled, including 150 adults and 31 children, with a majority of patients on treatment (78%). Information on COVID-19 exposure, symptoms, and SARS-CoV-2 nucleic acid and/or antibody testing was obtained during the peak of the pandemic in the New York City metropolitan area. Forty-five adults reported a primary exposure to someone with COVID-19 and 17 (38%) of these patients reported at least one COVID-19 symptom. A subset of adults was tested (n = 88) and in this group 18% (16/88) were positive. Patients testing positive for SARS-CoV-2 had significantly more symptoms (4.4 vs 0.3, p < 0.001) than patients testing negative. Among patients who were antibody-positive, quantitative titers indicated moderate to high antibody response. In GD adults, male gender, older age, increased BMI, comorbidities, GBA genotype, prior splenectomy and treatment status were not associated with the probability of reporting symptoms or testing positive. No patient required COVID-19-specific treatments and there were no deaths. Our data suggests that GD does not confer a heightened risk for severe effects of SARS-CoV-2 infection feared based on the known chronic inflammatory state in these patients. Copyright © 2020 Elsevier Inc. All rights reserved.",2020,/,Molecular genetics and metabolism,,"cxy, 9805456",,,https://dx.doi.org/10.1016/j.ymgme.2020.12.288,33353808,#72789,Fierro 2020,"",""
"Prevalence and clinical profile of SARS-CoV-2 infection among farmworkers in Monterey County, California: June-November, 2020","Lewnard, Joseph; Mora, Ana; Nkwocha, Oguchi; Kogut, Katherine; Rauch, Stephen; Morga, Norma; Hernandez, Samantha; Wong, Marcus; Huen, Karen; Andrejko, Kristin; Jewell, Nicholas; Parra, Kimberly; Holland, Nina; Harris, Eva; Cuevas, Maximiliano; Eskenazi, Brenda","<h4>ABSTRACT</h4> As essential personnel, United States farmworkers have continued working in-person throughout the COVID-19 pandemic. We undertook prospective surveillance of SARS-CoV-2 infection and antibody prevalence among farmworkers in California’s Salinas Valley from 15 June to 30 November, 2020. Over this period, we observed 22.1% (1514/6864) positivity for current SARS-CoV-2 by nucleic acid detection among farmworkers tested at federally-qualified migrant and community health clinics, as compared to 17.2% (1255/7305) among other adults from the same communities (risk ratio, 1.29; 95% confidence interval, 1.20-1.37). In a nested study enrolling 1,115 farmworkers, prevalence of current infection was 27.7% among farmworkers reporting ≥1 potential COVID-19 symptom, and 7.2% among farmworkers without symptoms (adjusted odds ratio 4.17; 2.86-6.09). Prevalence of anti-SARS-CoV-2 IgG antibodies increased from 10.5% (6.0-18.4%) between 16 July-31 August to 21.2% (16.6-27.4%) between 1-30 November. The high observed prevalence of infection among farmworkers underscores the need for vaccination and other preventive interventions.",2021,,,,,,PPR260144,10.1101/2020.12.27.20248894,,#72984,Lewnard 2021,"",""
Assessing Cytokine Profiles and COVID Serology in Patients on Immunosuppression to Guide Care Recommendations,"Pritchett, Q.; Overbury, R.; Lebiedz-Odrobina, D.; Thomas, J.; Braaten, T.; Clardy, S.; Elgort, M.; Spivak, E.; Slev, P.; Peterson, L.; Frech, T.",,2020,Oct,Arthritis & Rheumatology,72,,,WOS:000587568500004,,,#73146,Pritchett 2020,"",""
