Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Large variation in anti-SARS-CoV-2 antibody prevalence among essential workers in Geneva, Switzerland","Zaballa, Maria-Eugenia; Pullen, Nick; Dumont, Roxane; Picazio, Attilio; Pennacchio, Francesco; Dibner, Yaron; Baysson, Helene; Stringhini, Silvia; de Mestral, Carlos; Perez-Saez, Javier; Azman, Andrew S.; Yerly, Sabine; Vuilleumier, Nicolas; Balavoine, Jean-Francois; Bachmann, Delphine; Trono, Didier; Pittet, Didier; Chappuis, Francois; Guessous, Idris; Kherad, Omar; Kaiser, Laurent ","Limited data exist on SARS-CoV-2 infection rates across sectors and occupations, hindering our ability to make rational policy, including vaccination prioritization, to protect workers and limit SARS-CoV-2 spread. Here, we present results from our SEROCoV-WORK+study, a serosurvey of workers recruited after the first wave of the COVID-19 pandemic in Geneva, Switzerland. We tested workers (May 18-September 18, 2020) from 16 sectors and 32 occupations for anti-SARS-CoV-2 IgG antibodies. Of 10,513 participants, 1026 (9.8%) tested positive. The seropositivity rate ranged from 4.2% in the media sector to 14.3% in the nursing home sector. We found considerable within-sector variability: nursing home (0%-31.4%), homecare (3.9%-12.6%), healthcare (0%-23.5%), public administration (2.6%-24.6%), and public security (0%-16.7%). Seropositivity rates also varied across occupations, from 15.0% among kitchen staff and 14.4% among nurses, to 5.4% among domestic care workers and 2.8% among journalists. Our findings show that seropositivity rates varied widely across sectors, between facilities within sectors, and across occupations, reflecting a higher exposure in certain sectors and occupations.",2021,/,Nature communications,12,1,3455,,http://dx.doi.org/10.1038/s41467-021-23796-4,635286423,#130106,Zaballa 2021,"",""
Seroprevalence of anti–SARS-CoV-2 antibodies in women attending antenatal care in eastern Ethiopia,"Assefa, Nega; Demissie, Lemma; Teklemariam, Zelalem; Oundo, Joseph; Madrid, Lola; Kebede, Addisu; Dessie, Yadeta; Scott, Anthony","Information on the cumulative incidence of SARS-CoV-2 in East Africa is scarce. We conducted serosurveillance of anti–SARS-CoV-2 antibodies among pregnant women attending their first antenatal care visit in three health facilities in eastern Ethiopia. We collected data using questionnaire and a blood sample from 3,312 pregnant women between April 1, 2020 and March 31, 2021 at health facilities in Haramaya, Aweday and Harar. We selected 1,447 blood samples at random and assayed these for anti-SARS-CoV-2 antibodies at Hararghe Health Research laboratory using WANTAI® SARS-CoV-2 Rapid Test for total immunoglobulin. Temporal trends in seroprevalence were analysed with a χ 2 test for trend and multivariable binomial regression. Among 1,447 sera tested, 83 were positive for anti–SARS-CoV-2 antibodies giving a crude seroprevalence of 5.7% (95% CI 4.6%, 7.0%). Of 160 samples tested in April-May, 2020, none was seropositive; the first seropositive sample was identified in June and seroprevalence rose steadily thereafter (χ 2 test for trend, p=0.003) reaching a peak of 11.8% in February, 2021. In the multivariable model, seroprevalence was approximately 3% higher in first-trimester mothers compared to later presentations, and rose by 0.75% (95% CI 0.31%, 1.20%) per month of calendar time. This clinical convenience sample illustrates the dynamic of the SARS-CoV-2 epidemic in young adults in eastern Ethiopia; infection was rare before June 2020 but it spread in a linear fashion thereafter, rather than following intermittent waves, and reached 10% by the beginning of 2021. After one year of surveillance, most pregnant mothers remained susceptible.",2021,,,,,,PPR359286,10.1101/2021.06.17.21257323,,#129526,Assefa 2021,"",""
SARS-CoV-2 neutralising antibody capacity among asymptomatic whole blood donors vs convalescent plasma donors: A comparative study,"Ravula, U.; Chunchu, S. ","Background: Covid-Convalescent plasma therapy is passive transfer of SARS-CoV-2 neutralizing antibodies obtained from individuals recovered from Covid-19 infection. Aim(s): The study Aims to compare the neutralising antibody inhibition levels between asymptomatic whole blood donors (no prior Covid-19 positive diagnosis/symptoms) and Convalescent plasma donors with Covid-19 symptomatic history and positive diagnosis. Method(s): Observational study. Study Set 1: 43 Covid-19 Convalescent plasma (CCP) donors-individuals recovered from Covid-19 infection (symptoms+/positive RTPCR report). Study Set 2: 47 asymptomatic whole blood donors-no prior Covid-19 positive diagnosis/symptoms. Screening for SARS-CoV-2-IgG antibodies: Chemiluminescence (CLIA) assay (Ortho Vitros);samples with S/C OD value of 6 or greater were preserved for Neutralisation Assay. Neutralisation Assay: SARS-CoV-2 Surrogate Virus Neutralization Test (GenScript USA);neutralisation inhibition capacity was expressed in %; >=20% inhibition was correlated to high titres of NAb. Result(s): Sociodemography: Distribution of Age, gender, blood groups and donation status between the two groups of donors were similar with no statistical difference. SARS-CoV-2-IgG CLIA assay: Among 90, 33 donors had mean OD S/Co value of 7.4 (range 6.1-11.8) and 57 had mean OD S/Co value of 24.3 (range 12.1-42). Neutralising Antibodies (NAb) assay: Neutralization Inhibition of 90 SARS-CoV-2-IgG positive samples among both the groups was >20%, with mean of 77.4% among the CCP donors and 75.2% among the whole blood donors (p=0.157). Also, Inhibition % appeared similar in two groups with respect to age, gender, blood group, donation status without any statistical significance (Table 1). Summary/Conclusions: No significance difference in neutralising antibody capacity was observed in asymptomatic whole blood donors and Convalescent plasma donors. Therefore, donors having adequate levels of SARS-CoV-2-IgG antibody levels on screening can be considered for Convalescent plasma donation irrespective of prior Covid-19 diagnosis or Covid-related symptoms. Whole blood derived Covid Convalescent plasma with adequate SARS-CoV-2 antibodies makes the Convalescent Plasma therapy an economical, affordable and readily available alternative among the developing countries where facilities of apheresis technology are not widely established. (Table Presented).",2021,/,Vox Sanguinis,116,SUPPL 1,143,,http://dx.doi.org/10.1111/vox.13117,635297032,#130330,Ravula 2021,"",""
Seroprevalence study of SARS-CoV-2 antibodies in healthcare workers following the first wave of the COVID-19 pandemic in a tertiary-level hospital in the south of Ireland,"Faller, Eamonn; Wyse, Adrianne; Everard, Cormac; Finnegan, Paula; Foran, Claire; Herlihy, Emer; McGreal-Bellone, Aimee; Morrissey, Edmond; Barry, Rachel; Lapthorne, Susan; Spillane, Declan; Dempsey, Catherine; Benson, John; Prentice, Mike; Conlon, Kevin; O'Sullivan, Deirdre; O'Riordan, Stephen; Kerr, Gerry; O'Sullivan, Grainne; Gallagher, John; Eustace, Joseph A; MacSharry, John; Fanning, Liam J; Horgan, Mary; Sadlier, Corinna ","Objective This study investigated seroprevalence of SARS-CoV-2-specific IgG antibodies, using the Abbott antinucleocapsid IgG chemiluminescent microparticle immunoassay (CMIA) assay, in five prespecified healthcare worker (HCW) subgroups following the first wave of the COVID-19 pandemic. Setting An 800-bed tertiary-level teaching hospital in the south of Ireland. Participants Serum was collected for anti-SARS-CoV-2 nucleocapsid IgG using the Abbott ARCHITECT SARS-CoV-2 IgG CMIA qualitative assay, as per the manufacturer's specifications. The groups were as follows: (1) HCWs who had real-time PCR (RT-PCR) confirmed COVID-19 infection (>1-month postpositive RT-PCR); (2) HCWs identified as close contacts of persons with COVID-19 infection and who subsequently developed symptoms (virus not detected by RT-PCR on oropharyngeal/nasopharyngeal swab); (3) HCWs identified as close contacts of COVID-19 cases and who remained asymptomatic (not screened by RT-PCR); (4) HCWs not included in the aforementioned groups working in areas determined as high-risk clinical areas; and (5) HCWs not included in the aforementioned groups working in areas determined as low-risk clinical areas. Results Six of 404 (1.49%) HCWs not previously diagnosed with SARS-CoV-2 infection (groups 2-5) were seropositive for SARS-CoV-2 at the time of recruitment into the study. Out of the 99 participants in group 1, 72 had detectable IgG to SARS-CoV-2 on laboratory testing (73%). Antibody positivity correlated with shorter length of time between RT-PCR positivity and antibody testing. Quantification cycle value on RT-PCR was not found to be correlated with antibody positivity. Conclusions Seroprevalence of SARS-CoV-2 antibodies in HCWs who had not previously tested RT-PCR positive for COVID-19 was low compared with similar studies.Copyright ©",2021,/,BMJ Open,11,6,051415,,http://dx.doi.org/10.1136/bmjopen-2021-051415,635252250,#130107,Faller 2021,"",""
"Seroprevalence of SARS-CoV-2 antibodies among 925 staff members in an urban hospital accepting COVID-19 patients in Osaka prefecture, Japan: A cross-sectional study.","Nishida, Tsutomu; Iwahashi, Hiromi; Yamauchi, Kazuhiro; Kinoshita, Noriko; Okauchi, Yukiyoshi; Suzuki, Norihiro; Inada, Masami; Abe, Kinya","ABSTRACT: The subclinical severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection rate in hospitals during the pandemic remains unclear. To evaluate the effectiveness of our hospital's current nosocomial infection control measures, we conducted a serological survey of anti-SARS-CoV-2 antibodies (immunoglobulin [Ig] G) among the staff of our hospital, which is treating coronavirus disease 2019 (COVID-19) patients. The study design was cross-sectional. We measured anti-SARS-CoV-2 IgG in the participants using a laboratory-based quantitative test (Abbott immunoassay), which has a sensitivity and specificity of 100% and 99.6%, respectively. To investigate the factors associated with seropositivity, we also obtained some information from the participants with an anonymous questionnaire. We invited 1133 staff members in our hospital, and 925 (82%) participated. The mean age of the participants was 40.0 +/- 11.8 years, and most were women (80.0%). According to job title, there were 149 medical doctors or dentists (16.0%), 489 nurses (52.9%), 140 medical technologists (14.2%), 49 healthcare providers (5.3%), and 98 administrative staff (10.5%). The overall prevalence of seropositivity for anti-SARS-CoV-2 IgG was 0.43% (4/925), which was similar to the control seroprevalence of 0.54% (16/2970) in the general population in Osaka during the same period according to a government survey conducted with the same assay. Seropositive rates did not significantly differ according to job title, exposure to suspected or confirmed COVID-19 patients, or any other investigated factors. The subclinical SARS-CoV-2 infection rate in our hospital was not higher than that in the general population under our nosocomial infection control measures. Copyright © 2021 the Author(s). Published by Wolters Kluwer Health, Inc.",2021,/,Medicine,100,25,e26433,,https://dx.doi.org/10.1097/MD.0000000000026433,34160433,#129708,Nishida 2021,"",""
Seroprevalence of SARS-CoV-2 antibodies in healthcare workers in a surgical environment.,"De Ruyter, M L; Parkulo, M A; Harris, D M; Hedges, M S; Brinker, T M; Marquez, C P; Rubel, N C; Simon, F R L; Logvinov, I I; Li, Z; Bosch, W",,2021,/,The British journal of surgery,,"b34, 0372553",,,https://dx.doi.org/10.1093/bjs/znab109,34151351,#129784,DeRuyter 2021,"",""
"SARS-CoV-2 Infection among Medical Institution Faculty and Healthcare Workers in Tokyo, Japan.","Nishimura, Tomoyasu; Uwamino, Yoshifumi; Uno, Shunsuke; Kashimura, Shoko; Shiraki, Toshikimi; Kurafuji, Toshinobu; Morita, Maasa; Noguchi, Masayo; Azegami, Tatsuhiko; Yamada-Goto, Nobuko; Murai-Takeda, Ayano; Yokoyama, Hirokazu; Kuwabara, Kazuyo; Kato, Suzuka; Matsumoto, Minako; Hirata, Aya; Iida, Miho; Harada, Sei; Ishizaka, Tamami; Misawa, Kana; Murata, Mitsuru; Saya, Hideyuki; Amagai, Masayuki; Kitagawa, Yuko; Takeuchi, Tsutomu; Mori, Masaaki; Takebayashi, Toru; Hasegawa, Naoki; Keio Donner Project Team","Objective To consider effective measures against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in medical institutions, this study estimated the SARS-CoV-2 infection rate among healthcare workers (HCWs) in Tokyo, Japan, and determined the specific findings for mild coronavirus disease 2019 (COVID-19) cases. Methods This study analyzed the results of serologic tests to detect immunoglobulin G antibodies against SARS-CoV-2 and evaluated the demographic and clinical characteristics of the faculty and HCWs at a Tokyo medical institution in August 2020. The demographic and clinical characteristics of participants with antibody-positive results were compared to those of participants with antibody-negative results. Patients or Materials This study recruited 2,341 faculty and HCWs at a Tokyo medical institution, 21 of whom had a COVID-19 history. Results Of the 2,320 participants without a COVID-19 history, 20 (0.862%) had positive serologic test results. A fever and dysgeusia or dysosmia occurred with greater frequency among the participants with positive test results than in those with negative results (odds ratio [OR], 5.475; 95% confidence interval [CI], 1.960-15.293 and OR, 24.158; 95% CI, 2.693-216.720, respectively). No significant difference was observed in the positivity rate between HCWs providing medical care for COVID-19 patients using adequate protection and other HCWs (OR, 2.514; 95% CI, 0.959-6.588). Conclusion To reduce the risk of COVID-19 spread in medical institutions, faculty and HCWs should follow standard and necessary transmission-based precautions, and those with a fever and dysgeusia or dysosmia should excuse themselves from work as soon as possible.",2021,/,"Internal medicine (Tokyo, Japan)",,"bd6, 9204241",,,https://dx.doi.org/10.2169/internalmedicine.7033-21,34148952,#129778,Nishimura 2021,"",""
Longitudinal SARS-CoV-2 seroprevalence in Portugal and antibody maintenance 12 months after the start of the COVID-19 pandemic,"Castro, Luísa Canto; Gomes, Andreia; Serrano, Marta; Pereira, Ana Helena; Ribeiro, Rita; Napoleão, Patrícia; Domingues, Inês; Silva, Cláudia; Fanczal, Júlia; Afonso, Ângela; Lopes, Andreia; Toader, Ionela; de Sousa, Maria José Rego; de Sousa, José Germano Rego; de Sousa, Germano; Mota, Maria; Silva-Santos, Bruno; Veldhoen, Marc; Ribeiro, Ruy","During the COVID-19 pandemic, Portugal has experienced three distinct SARS-CoV-2 infection waves. We previously documented the prevalence of SARS-CoV-2 immunity, measured by specific antibodies, in September 2020, six months after the initial moderate wave. Here we show the seroprevalence changes six months later, up to the second week of March 2021, shortly following the third wave, which was one of the most severe in the world, and two months following the start of the vaccination campaign. A longitudinal epidemiological study was conducted, with a stratified quota sample of the Portuguese population. Serological testing was performed, including ELISA determination of antibody class and titres. The proportion of seropositives, which was 2.2% in September 2020, rose sharply to 17.3% (95% CI: 15.8% – 18.8%) in March 2021. Importantly, circulating IgG and IgA antibody levels were very stable six months after the initial determination and up to a year after initial infection, indicating long-lasting natural immunity against SARS-CoV-2. Moreover, vaccinated people had higher IgG levels from 3 weeks post-vaccination when compared with previously infected people at the same times post-infection.",2021,,,,,,PPR359402,10.21203/rs.3.rs-603060/v1,,#129535,Castro 2021,"",""
"Seroprevalence to SARS-CoV-2 at the blood banking center in Nur-Sultan, Kazakhstan","Abdrakhmanova, S.; Savchuk, T.; Sulubekova, D.; Dosmukhamedova, A. ","Background: When a new disease such as COVID-19 emerges, epidemiological surveillance and testing strategies initially focus on patients with severe disease and the use of molecular diagnostics to detect acute infections as they seek and need care. With this approach, some patients with mild or asymptomatic infection who do not require medical attention may not be identified, with the result that the true extent of the infection remains unknown. 'Antibodies' are part of the body's immune response to infection. Antibodies that work against SARS-CoV-2, the virus that causes COVID-19, are usually detected in the first few weeks after infection. The presence of antibodies indicates that a person has been infected with SARS-CoV-2, regardless of whether the infection is severe, mild, or asymptomatic. Aim(s): Determine the seroprevalence to SARS-COV-2 among the employees of the organization. Method(s): From January 18 to February 1, 2021, employees of the Scientific-Production Center for Transfusiology (Nur-Sultan, Kazakhstan) underwent laboratory serological testing for the presence of antibodies toSARS-CoV-2. Employees signed informed consent and donated venous blood. The level of antibodies to SARS-CoV-2 in blood serum was determined using test systems manufactured by ABBOTT on Architect i2000sr device (ABBOTT, USA) in our own laboratory. Result(s): Of the 270 employees, 222 (82.2%) donated venous blood for research. The average age of employees was 41 +/- 11 years, of which 80.2% were women. A positive result of studies of antibodies to SARS-CoV-2 was found in 50 employees (22.5%). Of these, 26 employees (11.7%) did not previously have a verified diagnosis and history of complaints, did not seek medical help. In addition, another 29 employees (13.1%), who also did not contract the disease in an active form, had 'traces' of antibodies to SARS-CoV-2 (positivity coefficient from 0.3 to 1.3). Summary/Conclusions: Serological testing helps to retrospectively determine the extent of an outbreak or the prevalence of infection in the population of interest. Seroprevalence studies give a more complete picture of which part of the population is infected with SARSCoV- 2, allowing to identify cases of infection that were not detected during routine or active epidemiological control, as well as to determine the immune status of a particular population before the onset of a new wave.",2021,/,Vox Sanguinis,116,SUPPL 1,145-146,,http://dx.doi.org/10.1111/vox.13117,635297072,#130336,Abdrakhmanova 2021,"",""
SARS-CoV-2 virus masking of RBD epitopes; unmasking and cross-reactivity induced by mRNA vaccines,"de Assis, Rafael Ramiro; Jain, Aarti; Nakajima, Rie; Jasinskas, Algis; Kahn, Saahir; Palma, Anton; Parker, Daniel; Chau, Anthony; Leung, Amanda; Grabar, Christina; Muqolli, Fjolla; Khalil, Ghali; Escobar, Jessica; Ventura, Jenny; Davies, David; Albala, Bruce; Boden-Albala, Bernadette; Schubl, Sebastian; Felgner, Philip","We analyzed data from two ongoing COVID-19 longitudinal serological surveys in Orange County, CA., between April 2020 and March 2021. A total of 8,476 finger stick blood specimens were collected before and after an aggressive mRNA vaccination campaign. IgG levels were determined using a multiplex antigen microarray containing 10 SARS-CoV-2 antigens, 4 SARS, 3 MERS, 12 Common CoV, and 8 Influenza antigens. Twenty-six percent of 3,347 specimens from unvaccinated Orange County residents in December 2020 were SARS-CoV-2 seropositive. The Ab response was predominantly against nucleocapsid (NP), full length spike and the spike S2 domain. Anti-receptor binding domain (RBD) reactivity was low and there was no cross-reactivity against SARS S1 or SARS RBD. An aggressive mRNA vaccination campaign at the UCI Medical Center started on December 16, 2020 and 6,724 healthcare workers were vaccinated within 3 weeks. Seroprevalence increased from 13% in December to 79% in January, 93% in February and 99% in March. mRNA vaccination induced much higher Ab levels especially against the RBD domain and significant cross-reactivity against SARS RBD and S1 was also observed. Nucleocapsid protein Abs can be used to distinguish individuals in a population of vaccinees to classify those who have been previously infected and those who have not, because nucleocapsid is not in the vaccine. Previously infected individuals developed higher Ab titers to the vaccine than those who have not been previously exposed. These results indicate that mRNA vaccination rapidly induces a much stronger and broader Ab response than SARS-CoV-2 infection.",2021,,,,,,PPR359518,10.21203/rs.3.rs-591752/v1,,#129536,deAssis 2021,"",""
Multianalyte serology in home-sampled blood enables an unbiased assessment of the immune response against SARS-CoV-2.,"Roxhed, Niclas; Bendes, Annika; Dale, Matilda; Mattsson, Cecilia; Hanke, Leo; Dodig-Crnkovic, Tea; Christian, Murray; Meineke, Birthe; Elsasser, Simon; Andrell, Juni; Havervall, Sebastian; Thalin, Charlotte; Eklund, Carina; Dillner, Joakim; Beck, Olof; Thomas, Cecilia E; McInerney, Gerald; Hong, Mun-Gwan; Murrell, Ben; Fredolini, Claudia; Schwenk, Jochen M","Serological testing is essential to curb the consequences of the COVID-19 pandemic. However, most assays are still limited to single analytes and samples collected within healthcare. Thus, we establish a multianalyte and multiplexed approach to reliably profile IgG and IgM levels against several versions of SARS-CoV-2 proteins (S, RBD, N) in home-sampled dried blood spots (DBS). We analyse DBS collected during spring of 2020 from 878 random and undiagnosed individuals from the population in Stockholm, Sweden, and use classification approaches to estimate an accumulated seroprevalence of 12.5% (95% CI: 10.3%-14.7%). This includes 5.4% of the samples being IgG+IgM+ against several SARS-CoV-2 proteins, as well as 2.1% being IgG-IgM+ and 5.0% being IgG+IgM- for the virus' S protein. Subjects classified as IgG+ for several SARS-CoV-2 proteins report influenza-like symptoms more frequently than those being IgG+ for only the S protein (OR = 6.1; p < 0.001). Among all seropositive cases, 30% are asymptomatic. Our strategy enables an accurate individual-level and multiplexed assessment of antibodies in home-sampled blood, assisting our understanding about the undiagnosed seroprevalence and diversity of the immune response against the coronavirus.",2021,/,Nature communications,12,1,3695,,https://dx.doi.org/10.1038/s41467-021-23893-4,34140485,#129658,Roxhed 2021,"",""
Anti SARS-CoV-2 antibodies prevalence in Madrid blood donors prior to first outbreak,"Alenda, R.; Balas, A.; Vicario, J.; Garcia-Sanchez, F.; Gonzalez-Diez, R.; Richart, A.; Montero, A.; Ruiz-Tovar, M.; Rodriguez Gambarte, J.; Arruga, A.; Hermenegildo, Y.; Toral, S.; Barea, L. ","Background: Our region is the Spanish autonomous community with the highest population density that globally reaches 676 inhabitants per Km2, seven times much higher in the municipality. From March 16th to 31st, 10%>70% of the hospital beds were occupied and on March 20th 100% of ICU beds were saturated by COVID-19 patients. The abrupt increase in severe COVID-19 cases, as well as the accelerated way in which community transmission was achieved, could suggest that the SARS-CoV-2 virus could be present in the region several months before without being detected. Aim(s): To determine if SARS-CoV-2 antibodies were present in blood donor plasma samples collected between January, (prior to the first identified case in Madrid on February 25) and the third week of March, before the first outbreak and rapid spread of the infection in the region Methods: On October 2020 a total of 2,419 residual archived EDTA plasma samples, collected from blood donors that donate blood from January 1 to March 22, 2020 and stored at -40degreeC, in the blood transfusion center, were analyzed for total qualitative (IgM+IgG) anti- SARS-COV-2 antibodies (MosaiQ COVID-19 Antibody Magazine, Quotient Suisse SA) (n= 800, 1071 and 548, collected on January, February and March 2020, respectively). Result(s): We have not found the presence of IgG + IgM anti-SARS-CoV-2 antibodies in the samples collected on January and February 2020. Only two positive donations were detected in the samples collected on the first and second week of March. They represent 0.36% of the total donations analyzed onMarch and 0.08%of the total included in the study. Summary/Conclusions: Our results show a very low anti-SARS-CoV-2 antibody prevalence rate among the total number of analyzed samples. These data would suggest that only a few infected cases are needed to trigger an outbreak as the observed in Madrid during March 2020, in contrast to expected, confirming the high infectivity of SARS COV-2 virus. This would be in accordance with the rapid increase in cases that has been observed in the following outbreak. Also confirm the high infectivity of SARS COV-2 virus and the importance of the rapidly introduction of protective measures in order to prevent the transmission. (Table Presented).",2021,/,Vox Sanguinis,116,SUPPL 1,142,,http://dx.doi.org/10.1111/vox.13117,635297023,#130327,Alenda 2021,"",""
"Seroprevalence of SARS-CoV-2 in blood donors during the second wave of COVID-19 pandemic in Peshawar, Pakistan","Nisar, M.; Saba, N.; Khalid, M.; Yousafzai, Y.; Waheed, U. ","Background: COVID-19 (coronavirus disease 2019), first reported in December 2019, has spread across the globe resulting in an ongoing pandemic affecting healthcare systems and the economy across all continents. It is uncertain how many individuals have acquired the SARS-CoV-2 virus without knowing and are asymptomatic. Hence, the number of COVID-19 reported cases do not accurately reflect the precise number of those affected. Antibody-based screening assays for SARS-CoV-2 can prove useful to assess the magnitude of asymptomatic SARS-CoV-2 infections and to monitor the overall pandemic. In Pakistan, scanty data exist about the antibody response against SARS-CoV-2 in asymptomatic individuals. Aim(s): To determine the seroprevalence of anti-SARS-CoV-2 antibodies in healthy blood donors at a Regional Blood Centre in Peshawar, Pakistan. Method(s): This single-centre cross-sectional study was conducted from November 2020 to February 2021, at the Regional Blood Centre, Peshawar, Pakistan. A total of 2,147 blood donors were tested for qualitative detection of SARS-CoV-2 antibodies through chemiluminescence immunoassay (CLIA) from Roche Diagnostics International Ltd. (Rotkreuz, Switzerland). The result of a sample was given either as positive for SARS-CoV-2 (if the result's cut-off index is >=1.0) or negative for SARS-CoV-2 (if the result's cut-off index is <1.0). Statistical analysis was done by SPSS version 22.0. The study was endorsed by the ethical committee of Khyber Medical University, Peshawar. Result(s): Among 2,147 blood donors, 23 (1%) were females and 2,124 (99%) were males of different age groups ranging from 18-50 years of age. The mean age of the donors was 25.63 +/- 7.05 years. Among the 2,147 blood donors tested, 1,159 (54%) were reactive for antibodies to SARS-CoV-2. Summary/Conclusions: This present study assessed the prevalence of antibodies in those healthy blood donors having no previous record of infection. The findings showed a high prevalence rate of SARS-CoV-2 antibodies (54%) in blood donors. With the introduction of the vaccine to SARS-CoV-2, the serologic testing may need to be carefully performed and observed.",2021,/,Vox Sanguinis,116,SUPPL 1,146-147,,http://dx.doi.org/10.1111/vox.13117,635297086,#130338,Nisar 2021,"",""
"Association between COVID-19 infection and ABO blood types in Mazandaran Province, Iran: A cross-sectional study","Rouhanizadeh, Hamed; Mousavi, Seyed Abbas; Yazdani-Charati, Jamshid; Pourali, Fatemeh; Saeedi, Majid; Ajami, Abolqasem; Ovaise, Gasem; Ahangar, Nader; Soleimani, Seyed Mohsen; Bandalizaeh, Zainab; Assadi, Touraj; Hedayatizadeh-Omran, Akbar; Alizadeh-Navaei, Reza; Zaboli, Ehsan; Moosazadeh, Mahmood; Seyedpour, Seyed Hossein ","Background and purpose: The association between ABO blood types and Coronavirus disease 2019 (COVID-19) have been investigated in several studies but there are inconsistencies in results. The purpose of this study was to investigate the association between ABO blood types and COVID-19 infection based on serologic results. Material(s) and Method(s): A cross-sectional seroepidemiologic study was carried out in 1504 people living in Mazandaran province, north of Iran. Blood samples were drawn to determine blood groups. Also, IgG and IgM antibodies were measured by ELISA. Data analysis was done using Chisquare, Fisher's exact test, univariate and multivariate logistic regression analyses in SPSS V25. Result(s): The frequency of IgG positive among blood groups A, B, AB, and O was 12.7%, 11.8%, 9.4%, and 9.6%, respectively. After adjusting for suspicious confounding factors, the odds ratio of COVID-19 infection was 1.19 (95% CI:0.85-1.67) in blood group A, 1.33 (95% CI:0.94-1.87) in blood group B, 0.82 (95% CI:0.44-1.55) in blood group AB, and 0.70 (CI 95%:0.50-0.98) in blood group O based on serologic results (IgG+/IgM+). Conclusion(s): The odds ratio for COVID-19 was significantly lower (30%) in blood group O compared to other blood groups, so blood group O can be considered as a protective factor against COVID-19.Copyright © 2021, Mazandaran University of Medical Sciences. All rights reserved.",2021,/,Journal of Mazandaran University of Medical Sciences,31,197,35-43,,,2007504446,#130233,Rouhanizadeh 2021,"",""
SARS-CoV-2 seroprevalence in patients with hidradenitis suppurativa in Lithuania,"Jariene, Vaiva; Bubilaite, Agne; Rimsaite, Veja; Adomaitis, Martynas; Kucinskiene, Vesta; Valiukeviciene, Skaidra ","Background: COVID-19 is a clinical syndrome caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). In Lithuania, incidence of COVID-19 was the highest among European Union (97.4 new daily cases per 100 000 inhabitants) reported on 16th December 2020 [1]. Objective(s): The aim of this pilot observational study was to evaluate seroprevalence of COVID-19 infection among patients with hidradenitis suppurativa (HS). Method(s): This data was collected as part of multicentre study ""COVID-19 and rare skin diseases. European observational study (data research) during an epidemic"". Between 12th August and 30th December 2020, 80 HS patients followed at ERN-SKIN reference centre were contacted through a telephone call. In total, 26 patients agreed to give blood sample for COVID-19 antibodies (Ab) test. The IgM and IgG Ab titres against SARS-CoV-2 were measured using ELISA (EUROIMMUN) tests with threshold of positivity for IgM and IgG ratio 1.1. Result(s): Positive IgM or IgG serology against SARS-CoV-2 was found in 2/26 (7.7%; 95%CI 2.13-24.14) cases. One asymptomatic patient (56-year-old smoker male with Hurley stage II) showed positive anti-SARS-CoV-2 IgM Ab (1.665 ratio). Another asymptomatic patient had anti-SARS-CoV-2 IgG Ab (1.197 ratio). He was 37 years old smoker with arterial hypertension. Also, one case showed borderline SARS-CoV-2 IgM Ab (0.889 ratio). After three days, symptoms as fever, myalgia, and anosmia appeared and patient was confirmed as COVID-19 positive based on PCR test. Conclusion(s): Our results show that prevalence of asymptomatic COVID-19 infection in HS patients differs from 2.13% to 24.14% based on positive serology and calculation of 95% CI.",2021,/,Experimental Dermatology,30,SUPPL 1,54,,http://dx.doi.org/10.1111/exd.14342,635302269,#130380,Jariene 2021,"",""
